OBJECTID,FACILITYID,INSTALLDATE,MATERIAL,LINETYPE,LOCDESC,DIAMETER,DISTANCE,WATERTYPE,ENABLED,ACTIVEFLAG,OWNEDBY,MAINTBY,LASTUPDATE,LASTEDITOR,SHAPE_Length,geometry
2511,73826,000000,Vitrified Clay,,1521 Heatherton Ct ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,79.92159859898052,"LINESTRING (-88.17182058054446 41.795796454169654,-88.17184836228724 41.795610354443596,-88.17183533519383 41.795579800395615)"
2512,73829,000000,Vitrified Clay,,1001 Forest View Ct ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,63.69036123144759,"LINESTRING (-88.18237590970418 41.786101742296445,-88.182530771931 41.78623257204146)"
2513,73830,000000,Vitrified Clay,,1004 Heatherton Dr ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,69.09618604874476,"LINESTRING (-88.17543914496316 41.78645147807751,-88.17567894811106 41.78645161292501,-88.1756924993033 41.78645188362157)"
2514,73831,000000,Vitrified Clay,,1016 Heatherton Dr ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,67.2173610115602,"LINESTRING (-88.17544233534959 41.78715801016161,-88.17567962384473 41.78715886904522,-88.17568880519873 41.78715890325284)"
2515,73832,000000,Vitrified Clay,,936 Lindrick Ct ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,64.79432773021068,"LINESTRING (-88.16922874410805 41.78968809258309,-88.16934626453455 41.78982540438398,-88.1693555455259 41.7898384179535)"
2516,73833,000000,Vitrified Clay,,1006 Thunderbird Ln ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,66.95395615748198,"LINESTRING (-88.1708872972633 41.79002429214919,-88.17097573358865 41.790174124794035,-88.17098649839072 41.79019236782761)"
2517,73834,000000,Vitrified Clay,,1310 Briergate Dr ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,62.510872238478434,"LINESTRING (-88.16993867718837 41.79071034684004,-88.17012289266752 41.790746742904126,-88.1701601116477 41.79075468023941)"
2518,73836,000000,Vitrified Clay,,1490 Heatherton Dr ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,63.64102351392336,"LINESTRING (-88.17114924035535 41.79403657326831,-88.17136440795173 41.794035948555845,-88.17138262253108 41.794035895002814)"
2519,73838,000000,Vitrified Clay,,1530 Mirror Lake Dr ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,60.133514976664145,"LINESTRING (-88.17301700663047 41.79583674197506,-88.17322539372637 41.79583537772592,-88.17323752559606 41.79583529829463)"
2520,73840,000000,Vitrified Clay,,1104 Summit Hills Ln ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,57.402260191246604,"LINESTRING (-88.171296725517 41.785274430705925,-88.17137305443043 41.78541607079977,-88.17137545159729 41.78542052557068)"
2521,73843,000000,Vitrified Clay,,1201 Briergate Dr ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,65.60197734800548,"LINESTRING (-88.1702607788369 41.78984128389012,-88.17007172418153 41.78987622492345,-88.1700271578716 41.78988420811378)"
2522,73845,000000,Vitrified Clay,,1426 Ferncroft Ct ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,53.90795305761214,"LINESTRING (-88.17262370580649 41.791974539454664,-88.1727969617924 41.791975533492966,-88.17282138454489 41.791975674761474)"
2523,73846,000000,Vitrified Clay,,1400 Calcutta Ln ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,59.41264450198514,"LINESTRING (-88.16779461041953 41.79196160691469,-88.16794797087547 41.79186322472338,-88.16796002301946 41.791855491762604)"
2524,73849,000000,Vitrified Clay,,908 Royal St George Dr ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,60.29286516706449,"LINESTRING (-88.1676939784462 41.78598848877121,-88.16784293453847 41.78598059657402,-88.1679144364574 41.785976143715686)"
2525,73851,000000,Vitrified Clay,,976 W Bauer Rd ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,49.358478800384326,"LINESTRING (-88.16862966015094 41.79395808760835,-88.16879036482216 41.79395789022258,-88.16881066676125 41.793957867077786)"
2526,73856,000000,Vitrified Clay,,621 Bowling Green Ct ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,132.19629696875856,"LINESTRING (-88.158803250616 41.79061718955197,-88.15863227391016 41.7904671806546,-88.15848865331178 41.790341177158766)"
2527,73863,000000,Vitrified Clay,,1441 N Eagle St ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,128.37975225235832,"LINESTRING (-88.15116719639474 41.79321705891954,-88.15089762622104 41.7932136995774,-88.15071748597403 41.79328072886188)"
2528,73870,000000,Vitrified Clay,,1405 N West St ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,112.66308120050914,"LINESTRING (-88.15728005048595 41.793159687949824,-88.15707054234464 41.793162243348846,-88.15686695379352 41.79316472462558)"
2529,73874,000000,Vitrified Clay,,727 Century Farm Ln ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,115.39037364583075,"LINESTRING (-88.16041047362224 41.79643899188843,-88.16037884918926 41.796272861966735,-88.16035079486193 41.79612549101884)"
2530,73875,000000,Vitrified Clay,,959 Creekside Cr ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,112.91947775194527,"LINESTRING (-88.16402916448999 41.786076817466366,-88.16395153285676 41.78592635064609,-88.1638800116516 41.78578773704811)"
2531,73877,000000,Vitrified Clay,,721 Zaininger Av ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,114.9948374354862,"LINESTRING (-88.1614499966214 41.787783721524804,-88.16147613987123 41.78761517506222,-88.16149861926665 41.78747024590631)"
2532,73878,000000,Vitrified Clay,,725 Zaininger Av ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,118.30717458794973,"LINESTRING (-88.16170547270734 41.787815070516096,-88.16173282837572 41.78763869625933,-88.1617554944685 41.78749256534917)"
2533,73882,000000,Vitrified Clay,,379 Pearson Cr ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,155.63997070351752,"LINESTRING (-88.15328080790583 41.78539375685956,-88.15328136313225 41.78525034262283,-88.15328000300583 41.785220084716514,-88.15361766693817 41.78520110616926)"
2534,73884,000000,Vitrified Clay,,1329 N West St ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,118.5590313162602,"LINESTRING (-88.15729360688701 41.79265331592045,-88.15708593539266 41.79260483809093,-88.15687206623556 41.79257635819205)"
2535,73886,000000,Vitrified Clay,,931 Erb Farm Ln ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,108.28909463948793,"LINESTRING (-88.16677328518395 41.79545147242635,-88.16673994703164 41.79530349751178,-88.16670912633813 41.79515820210748)"
2536,73890,000000,Vitrified Clay,,729 Zaininger Av ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,106.0020431126149,"LINESTRING (-88.1619756593338 41.78780454614035,-88.16199760511321 41.787663087891055,-88.16202048238914 41.78751558509228)"
2537,73891,000000,Vitrified Clay,,829 Burning Tree Ln ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,109.57146825938577,"LINESTRING (-88.16381538291918 41.78971251667117,-88.16396309259625 41.7896185116824,-88.16412146559317 41.78951771907553)"
2538,73898,000000,Vitrified Clay,,835 N Webster St ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,92.39393630010278,"LINESTRING (-88.15023568367027 41.78494684640327,-88.15000367531951 41.784933682261226,-88.14989787499026 41.78492767633254)"
2539,73899,000000,Vitrified Clay,,845 N Eagle St ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,92.87531067296831,"LINESTRING (-88.15143081884759 41.785334027048144,-88.15120947569395 41.78531534409911,-88.15109241844506 41.785305465173316)"
2540,73901,000000,Vitrified Clay,,1123 N Eagle St ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,95.15752839226215,"LINESTRING (-88.1510225515006 41.78892081101849,-88.1507851712171 41.78891537133899,-88.15067378193746 41.78891281733552)"
2541,73903,000000,Vitrified Clay,,1529 Aztec Cr ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,96.70809585144065,"LINESTRING (-88.14746695469897 41.79576469927207,-88.14741137043436 41.79565138808066,-88.14734418262945 41.79551571292451)"
2542,73906,000000,Vitrified Clay,,1419 Druid Hills Ct ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,102.8801292072942,"LINESTRING (-88.16324062643137 41.793495729248576,-88.1632775270907 41.79369219583714,-88.16320896972259 41.79375862741176)"
2543,73907,000000,Vitrified Clay,,817 N Eagle St ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,88.87550807167162,"LINESTRING (-88.15155643267916 41.78436786875926,-88.15136845407156 41.78435279893336,-88.15123241143316 41.78434189427648)"
2544,73908,000000,Vitrified Clay,,919 N Eagle St ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,88.10810084562667,"LINESTRING (-88.15110117460698 41.78655755421828,-88.15088747621806 41.78651590193537,-88.15078853192476 41.78649661476927)"
2545,73909,000000,Vitrified Clay,,934 N Webster St ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,86.82343256303105,"LINESTRING (-88.14935044683853 41.786700574794146,-88.14956153423194 41.78670728991008,-88.1496685214239 41.78671069419822)"
2546,73912,000000,Vitrified Clay,,1234 N Main St ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,82.49438952024133,"LINESTRING (-88.14801218838863 41.79042842628095,-88.14822518209728 41.790433684741004,-88.14831452968296 41.790435889596345)"
2547,73914,000000,Vitrified Clay,,1237 N Eagle St ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,85.94864327196808,"LINESTRING (-88.15091899872333 41.7906501646888,-88.15070971761008 41.790646736755114,-88.15060398649169 41.790643107642666)"
2548,73916,000000,Vitrified Clay,,1314 N Main St ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,83.49063407127692,"LINESTRING (-88.14798234151934 41.79115834253002,-88.14819399701891 41.791162895706954,-88.14828837744922 41.79116492772065)"
2549,73928,000000,Vitrified Clay,,927 N Webster St ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,83.04824238880754,"LINESTRING (-88.1499523239548 41.78658304854518,-88.14977021083114 41.78657652000195,-88.14970215695071 41.78662449148032,-88.14967346370334 41.78662375143468)"
2550,73935,000000,Vitrified Clay,,1412 N West St ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,74.01161825097633,"LINESTRING (-88.15660174234026 41.793451360144495,-88.15683783200143 41.793448484496416,-88.15687311875048 41.793448056109035)"
2551,73937,000000,Vitrified Clay,,1500 Meisch Ct ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,48.158062073731735,"LINESTRING (-88.14687293603318 41.79437593056974,-88.14704954163174 41.79437609102507)"
2552,73938,000000,Vitrified Clay,,1512 Meisch Ct ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,86.90603421223356,"LINESTRING (-88.14682833607404 41.794952488832095,-88.14695618170228 41.79480262688399,-88.1469782621619 41.79477727523148,-88.14701881506645 41.79477964052843)"
2553,73942,000000,Vitrified Clay,,959 W Ogden Av ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,172.13170654110934,"LINESTRING (-88.16608817950663 41.7848643072732,-88.1660183840076 41.784688035330326,-88.16590885127964 41.78441139425179)"
2554,73943,000000,Vitrified Clay,,985 Belaire Ct ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,71.21497332677042,"LINESTRING (-88.1644485725748 41.78670223210191,-88.16442093996682 41.78688764896654,-88.16441951293992 41.78689645331009)"
2555,73944,000000,Vitrified Clay,,1516 Inverness Ct ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,86.6582530116344,"LINESTRING (-88.1599410808261 41.79552563561517,-88.1601133149987 41.7953742728936,-88.1601654285975 41.79537538867495)"
2556,73946,000000,Vitrified Clay,,937 N Washington St ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,62.48606571372753,"LINESTRING (-88.14759642392579 41.7866596283979,-88.147367396036 41.7866547128691)"
2557,73947,000000,Vitrified Clay,,1004 N West St ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,91.2672335708358,"LINESTRING (-88.15742219699173 41.78744418564258,-88.15761107609872 41.787466374201905,-88.15762429174448 41.78737898277239,-88.15765015715428 41.787380589859104)"
2558,73949,000000,Vitrified Clay,,209 W 14th Av ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,65.2774124427959,"LINESTRING (-88.1496852584564 41.79223109550402,-88.14954346235697 41.792228421564225,-88.14944595650013 41.79222658005668)"
2559,73953,000000,Vitrified Clay,,756 Century Farm Ln ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,68.45667202158691,"LINESTRING (-88.16217694573415 41.795659900027395,-88.16222222864786 41.79582450750025,-88.1622275636878 41.79584390741482)"
2560,73956,000000,Vitrified Clay,,904 Erb Farm Ln ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,61.52795092428864,"LINESTRING (-88.16537229629044 41.79583916731899,-88.165580430413 41.79589381179992,-88.16558521339581 41.795895067584354)"
2561,73958,000000,Vitrified Clay,,710 Zaininger Av ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,68.56211465018755,"LINESTRING (-88.16097999817211 41.78723343372629,-88.1609520043837 41.78739537495554,-88.16094774338468 41.78742003397895)"
2562,73961,000000,Vitrified Clay,,812 Zaininger Av ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,60.603286511990845,"LINESTRING (-88.16384412645039 41.78751471914182,-88.16382055247473 41.78765975428556,-88.16381729115132 41.78767981584072)"
2563,73964,000000,Vitrified Clay,,808 Burning Tree Ln ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,67.371414267583,"LINESTRING (-88.16326316186242 41.78871902379453,-88.16313624031939 41.78885593662661,-88.16312234031122 41.788870932267244)"
2564,73965,000000,Vitrified Clay,,640 W Bauer Rd ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,67.87174657869065,"LINESTRING (-88.1597022696094 41.794467864191326,-88.15969968566515 41.79464245286359,-88.15969951101867 41.79465411317308)"
2565,73966,000000,Vitrified Clay,,1471 Cress Creek Ct ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,53.75675951643936,"LINESTRING (-88.15607181809061 41.79396028217325,-88.1559454701486 41.793958393571835,-88.155874707192 41.79395837522248)"
2566,73968,000000,Vitrified Clay,,384 Pearson Cr ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,57.18175121113423,"LINESTRING (-88.15278188720416 41.78494758262786,-88.15276628394722 41.78505928766842,-88.15276008320794 41.78510365588089)"
2567,73969,000000,Vitrified Clay,,1021 N Washington St ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,59.015932931000926,"LINESTRING (-88.14754057017014 41.78747563518493,-88.14736175183256 41.787472167582,-88.14732422960165 41.78747213474751)"
2568,73970,000000,Vitrified Clay,,30 W 14th Av ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,54.30305847641784,"LINESTRING (-88.14800318143256 41.7918546363354,-88.14799987094533 41.7919309095976,-88.14799671639969 41.79200358166546)"
2569,73973,000000,Vitrified Clay,,1529 Wedgefield Cr ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,54.082099512280024,"LINESTRING (-88.15758138561428 41.79592145075583,-88.15775146870156 41.79591174023885,-88.1577791462001 41.79591016098762)"
2570,73974,000000,Vitrified Clay,,708 Burning Tree Ln ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,59.78646807604854,"LINESTRING (-88.16067007957216 41.78819972300081,-88.16064930051654 41.78835221216846,-88.16064783767949 41.78836294858543)"
2571,73983,000000,Vitrified Clay,,110 W 14th Av ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,23.776877413510363,"LINESTRING (-88.14862828497463 41.79186020698711,-88.14862730540561 41.79191267666377,-88.14862706660973 41.791925451505215)"
2572,73987,000000,Vitrified Clay,,800 N Eagle St ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,138.52387795058138,"LINESTRING (-88.1507514839079 41.78409718317258,-88.15112674611862 41.7841308645597,-88.15125578634718 41.78414244432058)"
2573,73988,000000,Vitrified Clay,,1037 Petterson Ct ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,165.2464633532704,"LINESTRING (-88.16613535514998 41.77510683299085,-88.16602482767094 41.774947776755766,-88.16587718236059 41.77469683818994)"
2574,73991,000000,Vitrified Clay,,222 S Mill St 100,6",,Sewage,True,True,Private,Private,20100421101515,Esri,213.35818132959167,"LINESTRING (-88.15433883420252 41.772467903933915,-88.15454056507022 41.772473300598385,-88.15460785420547 41.77247574894144,-88.1546278503607 41.77209206187059)"
2575,73996,000000,Vitrified Clay,,104 Douglas Av Hm,6",,Sewage,True,True,Private,Private,20100421101515,Esri,96.733443977545,"LINESTRING (-88.14923674502218 41.77684372020355,-88.14947527671976 41.7766472718841)"
2576,73999,000000,Vitrified Clay,,9 Jackson Av Hm,6",,Sewage,True,True,Private,Private,20100421101515,Esri,66.69717667567544,"LINESTRING (-88.14874039071486 41.772093406634376,-88.14874642738788 41.77194568725189,-88.14874904681153 41.77191049261583)"
2577,74005,000000,Vitrified Clay,,1017 Douglas Av ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,120.10843483442818,"LINESTRING (-88.16510715754545 41.775543421245615,-88.16501165582523 41.775429521291464,-88.16480408386093 41.77531146920619)"
2578,74007,000000,Vitrified Clay,,506 N Main St ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,96.73770535342189,"LINESTRING (-88.14846047481957 41.78090799742272,-88.1487093794216 41.78092343914365,-88.14881413079662 41.78092795798436)"
2579,74008,000000,Vitrified Clay,,820 N Webster St ,6",,Sewage,True,True,Private,Private,20100421101515,Esri,99.90042654767643,"LINESTRING (-88.14956789086382 41.78450821127705,-88.14981872127895 41.784519396757744,-88.1499335421115 41.784524517697776)"
