WKT,objectid,facilityid,installdate,material,diameter,watertype,transmiss,enabled,activeflag,ownedby,maintby,lastupdate,lasteditor,globalid,comments,doc_name,status,shape_Length,ResourceID
"MULTILINESTRING M ((-122.3987863026 37.8008052048995 0,-122.398570479261 37.8009263271572 0))",1218,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{FB11A220-4C74-4DE9-BE70-61AE1BAA135D},; ; ,6514-408-2,UNK,76.37644208,FB11A220-4C74-4DE9-BE70-61AE1BAA135D
"MULTILINESTRING M ((-122.39936808016 37.8014577687736 0,-122.399107613793 37.8016039454424 0))",1219,,,UNK,4,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{29D2CAF1-EDC5-43D8-83C3-435148DB8A43},; ; ,6514-408-2,UNK,92.17441316,29D2CAF1-EDC5-43D8-83C3-435148DB8A43
"MULTICURVE M (COMPOUNDCURVE M (CIRCULARSTRING M (-122.398708135192 37.7961165823413 0,-122.398712452479 37.7961118702435 0,-122.398706514272 37.7961084443812 0)))",1220,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{29A6C4E5-3D8C-47F7-9861-7239755EE44E},E-UTIL14$0$U-W-SFWD; ; ,Mid Embarcadero Renovation,UNK,4.712387477,29A6C4E5-3D8C-47F7-9861-7239755EE44E
"MULTILINESTRING M ((-122.398708135192 37.7961165823413 0,-122.398715378421 37.7961465931566 0))",1221,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{E2AC27C0-A150-421B-B0CA-D378B9CED662},E-UTIL14$0$U-W-SFWD; ; ,Mid Embarcadero Renovation,UNK,11.12622301,E2AC27C0-A150-421B-B0CA-D378B9CED662
"MULTILINESTRING M ((-122.398584970472 37.7961318862126 0,-122.398591310096 37.7961626704018 0))",1222,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{9EADEA2E-5D9C-4D52-B0F4-302895FF1D7A},E-UTIL14$0$U-W-SFWD; ; ,Mid Embarcadero Renovation,UNK,11.35790337,9EADEA2E-5D9C-4D52-B0F4-302895FF1D7A
"MULTILINESTRING M ((-122.395304934366 37.7965864073938 0,-122.395537751773 37.7965556793613 0))",1223,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{7F9C0C5F-6ACD-4B97-B20F-EC23D180455B},E-UTIL14$0$U-W-SFWD; ; ,Mid Embarcadero Renovation,UNK,68.1938276,7F9C0C5F-6ACD-4B97-B20F-EC23D180455B
"MULTILINESTRING M ((-122.397035535136 37.7963703202711 0,-122.397089903817 37.7966441351386 0))",1224,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{76000D76-442C-4E32-91E2-4313896AA037},E-UTIL14$0$U-W-SFWD; ; ,Mid Embarcadero Renovation,UNK,100.932181,76000D76-442C-4E32-91E2-4313896AA037
"MULTILINESTRING M ((-122.397035535136 37.7963703202711 0,-122.397031699653 37.7963584887132 0,-122.397013083516 37.7962548417992 0,-122.396976682258 37.7960676225496 0,-122.396945203872 37.7959057192745 0))",1225,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{D068AF45-C3C0-4AA7-8DB7-3F7419853A6C},E-UTIL14$0$U-W-SFWD; ; ,Mid Embarcadero Renovation,UNK,171.1974701,D068AF45-C3C0-4AA7-8DB7-3F7419853A6C
"MULTILINESTRING M ((-122.396945203872 37.7959057192745 0,-122.396985130541 37.7959020669384 0))",1226,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{4A2E3924-E181-4CBF-9D2F-DC5B7CD8AFC2},E-UTIL14$0$U-W-SFWD; ; ,Mid Embarcadero Renovation,UNK,11.61281647,4A2E3924-E181-4CBF-9D2F-DC5B7CD8AFC2
"MULTILINESTRING M ((-122.396985130541 37.7959020669384 0,-122.396982723891 37.7958888605784 0,-122.396974232188 37.7958422712746 0))",1227,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{13374A5F-5038-41A1-A5CB-6876CAB0B718},E-UTIL14$0$U-W-SFWD; ; ,Mid Embarcadero Renovation,UNK,21.99948848,13374A5F-5038-41A1-A5CB-6876CAB0B718
"MULTILINESTRING M ((-122.396974232188 37.7958422712746 0,-122.396933437045 37.7958478472413 0))",1228,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{3F541BBB-F876-4771-9DF3-E09112ECB1D5},E-UTIL14$0$U-W-SFWD; ; ,Mid Embarcadero Renovation,UNK,11.96094284,3F541BBB-F876-4771-9DF3-E09112ECB1D5
"MULTILINESTRING M ((-122.396933437045 37.7958478472413 0,-122.396871802935 37.7955470768193 0,-122.396869013758 37.7955333881544 0,-122.396856500767 37.7954723991149 0,-122.396853651827 37.7954491243438 0,-122.396849960508 37.7954404879516 0,-122.396845825474 37.7954203060918 0))",1229,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{7D87EF69-4B37-4073-8DFF-A2EEF5AD88BC},E-UTIL14$0$U-W-SFWD; ; ,Mid Embarcadero Renovation,UNK,157.7853232,7D87EF69-4B37-4073-8DFF-A2EEF5AD88BC
"MULTILINESTRING M ((-122.396845825474 37.7954203060918 0,-122.39683053304 37.7954067807018 0))",1230,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{12F1DFCE-3BE2-43E3-8F69-2DDF4EB74DDA},E-UTIL14$0$U-W-SFWD; ; ,Mid Embarcadero Renovation,UNK,6.616562271,12F1DFCE-3BE2-43E3-8F69-2DDF4EB74DDA
"MULTILINESTRING M ((-122.39683053304 37.7954067807018 0,-122.396828164466 37.7953960412373 0,-122.396823537908 37.7953750679104 0,-122.396748500141 37.7950348652056 0))",1231,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{845EA6C8-84F1-4AB9-A36B-C87B794DBBBC},E-UTIL14$0$U-W-SFWD; ; ,Mid Embarcadero Renovation,UNK,137.4815035,845EA6C8-84F1-4AB9-A36B-C87B794DBBBC
"MULTILINESTRING M ((-122.38853066162 37.789611678092 0,-122.388677672841 37.7894975581343 0))",1232,,,UNK,8,DW,,1,,8,,2011-02-03T00:00:00.000,JS,{319938C2-ED51-4DF6-9D5B-D4EB06E75BFB},E-UTIL14$0$U-W-SFWD; ; ,Mid Embarcadero Renovation,ACT,59.42510703,319938C2-ED51-4DF6-9D5B-D4EB06E75BFB
"MULTILINESTRING M ((-122.39312199062 37.7933593012968 0,-122.393102459189 37.7933424531436 0))",1233,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{A0CB28C1-672C-46D2-8846-0BB77A4A2419},E-UTIL14$0$U-W-SFWD; ; ,Mid Embarcadero Renovation,UNK,8.335823725,A0CB28C1-672C-46D2-8846-0BB77A4A2419
"MULTILINESTRING M ((-122.398103097887 37.7962695980946 0,-122.398111968118 37.7963225239462 0))",1234,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{31D32071-C50A-4E45-940B-F519FFF7C4D4},E-UTIL14$0$U-W-SFWD; ; ,Mid Embarcadero Renovation,UNK,19.44117902,31D32071-C50A-4E45-940B-F519FFF7C4D4
"MULTICURVE M (COMPOUNDCURVE M (CIRCULARSTRING M (-122.398584970472 37.7961318862126 0,-122.398589256077 37.7961271561548 0,-122.398583295235 37.7961237554341 0)))",1235,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{5735069B-6857-4622-A8F3-613356BA816C},E-UTIL14$0$U-W-SFWD; ; ,Mid Embarcadero Renovation,UNK,4.712245197,5735069B-6857-4622-A8F3-613356BA816C
"MULTILINESTRING M ((-122.395543213182 37.796554958021 0,-122.395645714723 37.7965414296552 0,-122.395900899287 37.796507747654 0,-122.396867956286 37.7963801022689 0,-122.39688844019 37.7963773980768 0,-122.397031699653 37.7963584887132 0,-122.397036528295 37.7963578504807 0))",1236,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{21FDCDA8-5CDA-482F-A5A2-63E24FD3608F},E-UTIL14$0$U-W-SFWD; ; ,Mid Embarcadero Renovation,UNK,437.4038553,21FDCDA8-5CDA-482F-A5A2-63E24FD3608F
"MULTILINESTRING M ((-122.398000379071 37.7952549716846 0,-122.398027801241 37.7952513598428 0))",1237,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{686E0C94-8DAF-461D-9B3E-FD32BF796A32},E-UTIL14$0$U-W-SFWD; ; ,Mid Embarcadero Renovation,UNK,8.031838181,686E0C94-8DAF-461D-9B3E-FD32BF796A32
"MULTILINESTRING M ((-122.396853651827 37.7954491243438 0,-122.396877001065 37.7954370041815 0,-122.396957922081 37.7953922488157 0))",1238,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{95BFAACE-11A3-49A6-956D-E992890ED914},E-UTIL14$0$U-W-SFWD; ; ,Mid Embarcadero Renovation,UNK,36.56211794,95BFAACE-11A3-49A6-956D-E992890ED914
"MULTILINESTRING M ((-122.399285431088 37.7951259417361 0,-122.398159956312 37.7952755226859 0,-122.398118601893 37.7952810188527 0,-122.398071795327 37.7952872390191 0,-122.398036294843 37.7952919578121 0,-122.397894215808 37.7953108395247 0))",1239,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{1CB9A58F-3D5D-4957-9EE2-6B67902C5907},E-UTIL14$0$U-W-SFWD; ; ,Mid Embarcadero Renovation,UNK,407.580548,1CB9A58F-3D5D-4957-9EE2-6B67902C5907
"MULTILINESTRING M ((-122.398112421262 37.7952517343949 0,-122.398118601893 37.7952810188527 0))",1240,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{BA17EDED-1E75-4905-A819-E86570C8F8BB},E-UTIL14$0$U-W-SFWD; ; ,Mid Embarcadero Renovation,UNK,10.81164322,BA17EDED-1E75-4905-A819-E86570C8F8BB
"MULTILINESTRING M ((-122.397851923513 37.7953113688047 0,-122.397847144827 37.7953120035643 0))",1241,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{2F47CBC5-CD1A-4071-BFF5-93A0357CF26D},E-UTIL14$0$U-W-SFWD; ; ,Mid Embarcadero Renovation,UNK,1.399976027,2F47CBC5-CD1A-4071-BFF5-93A0357CF26D
"MULTILINESTRING M ((-122.396903343233 37.7955433287024 0,-122.396871802935 37.7955470768193 0))",1242,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{A369A125-7FC1-4BC1-8742-817CA560B175},E-UTIL14$0$U-W-SFWD; ; ,Mid Embarcadero Renovation,UNK,9.214925558,A369A125-7FC1-4BC1-8742-817CA560B175
"MULTILINESTRING M ((-122.397841683647 37.7953127295157 0,-122.396877001065 37.7954370041815 0,-122.396849960508 37.7954404879516 0,-122.396826680349 37.7954434867568 0,-122.396785341822 37.7954488118685 0))",1243,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{5D73CEDD-148B-4C35-B1BB-916C95991018},E-UTIL14$0$U-W-SFWD; ; ,Mid Embarcadero Renovation,UNK,309.2175971,5D73CEDD-148B-4C35-B1BB-916C95991018
"MULTILINESTRING M ((-122.394466929595 37.7950166906674 0,-122.39445735668 37.7950246516394 0,-122.394451458951 37.7950292776707 0))",1244,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{502AE00F-F4EA-49E6-95F3-E399DE756865},E-UTIL14$0$U-W-SFWD; ; ,Mid Embarcadero Renovation,UNK,6.402827762,502AE00F-F4EA-49E6-95F3-E399DE756865
"MULTILINESTRING M ((-122.398254516337 37.8001252424731 0,-122.398541646671 37.8004425041538 0,-122.398616816963 37.8005262337967 0,-122.39897538925 37.8009271768337 0,-122.399372116904 37.8013675134601 0,-122.399588005323 37.801612201179 0,-122.399681505243 37.8017181732477 0,-122.399883936861 37.8019476061557 0,-122.400017533701 37.8020974751432 0,-122.400253943941 37.8023626796123 0,-122.400378205925 37.8025020751669 0))",1245,,,UNK,8,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{EE0D7DF7-DCED-4ACB-AA94-1A2FFFE22360},; ; ,6514-408-2,ACT,1060.901708,EE0D7DF7-DCED-4ACB-AA94-1A2FFFE22360
"MULTILINESTRING M ((-122.400419751227 37.802548302799 0,-122.400637316617 37.8027887908352 0,-122.400856244045 37.8030343771982 0,-122.401067682862 37.80327156115 0,-122.401092298898 37.8032991739127 0,-122.401307036984 37.8035400568976 0,-122.401768960874 37.8040582138124 0))",1246,,,UNK,8,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{13675CCB-1B28-452F-AA91-88096B492FF3},; ; ,6514-408-2,ACT,673.9594668,13675CCB-1B28-452F-AA91-88096B492FF3
"MULTILINESTRING M ((-122.40177369978 37.8040706380644 0,-122.40177792341 37.8040682673654 0,-122.401782148197 37.8040658975487 0,-122.401773442142 37.804063240589 0,-122.401764737246 37.8040605845112 0,-122.401768960874 37.8040582138124 0,-122.401773184503 37.8040558431136 0,-122.401773442142 37.804063240589 0,-122.40177369978 37.8040706380644 0))",1247,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{A9EAEA22-0F69-48B6-97E0-0F9C6F8DDF5D},; ; ,6514-408-2,UNK,16.75752373,A9EAEA22-0F69-48B6-97E0-0F9C6F8DDF5D
"MULTILINESTRING M ((-122.40177792341 37.8040682673654 0,-122.401785890771 37.8040772050473 0,-122.40179800727 37.8040907963524 0))",1248,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{C07ED8F9-655E-41DE-A21D-47B9FCFA1D5A},; ; ,6514-408-2,UNK,10.04800103,C07ED8F9-655E-41DE-A21D-47B9FCFA1D5A
"MULTILINESTRING M ((-122.401802747318 37.8041032205848 0,-122.401806970948 37.8041008498848 0,-122.401811194601 37.8040984800854 0,-122.4018024897 37.8040958240103 0,-122.40179378364 37.8040931670521 0,-122.40179800727 37.8040907963524 0,-122.401802232035 37.8040884256342 0,-122.4018024897 37.8040958240103 0,-122.401802747318 37.8041032205848 0))",1249,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{3A5228BE-4B15-4548-9AB0-A9543A16635A},; ; ,6514-408-2,UNK,16.75752367,3A5228BE-4B15-4548-9AB0-A9543A16635A
"MULTILINESTRING M ((-122.401785890771 37.8040772050473 0,-122.402102209256 37.80389967803 0))",1250,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{69781C46-A907-433D-8424-7C860313B408},; ; ,6514-408-2,UNK,111.9381899,69781C46-A907-433D-8424-7C860313B408
"MULTILINESTRING M ((-122.402193815308 37.8040697042151 0,-122.402152532082 37.8038714353718 0,-122.402060054619 37.8034273069094 0,-122.402036539438 37.8033105605124 0,-122.402032289392 37.8032894641591 0,-122.401972509076 37.8029926759657 0))",1251,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{20554A45-2C92-4CC6-A090-E2C7AD6E73F8},; ; ,6514-408-2,UNK,397.3500661,20554A45-2C92-4CC6-A090-E2C7AD6E73F8
"MULTILINESTRING M ((-122.409165052027 37.8080083416601 0,-122.409126462052 37.8080654884162 0,-122.40909115252 37.8081177777077 0,-122.408978521428 37.808284569074 0,-122.408834223694 37.8084982517976 0))",1252,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{E54E10BF-CB8C-4C97-B805-08505DE6AB1D},; ; ,6512-406-2,UNK,202.3771745,E54E10BF-CB8C-4C97-B805-08505DE6AB1D
"MULTILINESTRING M ((-122.41093043684 37.8083255254108 0,-122.410926585828 37.8083270135216 0,-122.41092934126 37.8083302249487 0,-122.410931726174 37.8083321924007 0,-122.410928244544 37.8083349245051 0))",1253,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{910D44C8-8612-49F2-B077-D01796C0C29D},; ; ,6512-406-2,UNK,5.06067493,910D44C8-8612-49F2-B077-D01796C0C29D
"MULTILINESTRING M ((-122.409751204409 37.8084586346229 0,-122.409695517471 37.8087204690233 0,-122.409763183204 37.8088401291667 0))",1254,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{75681AB5-142D-47A9-AE30-112EB243C3C8},; ; ,6512-406-2,UNK,144.4430117,75681AB5-142D-47A9-AE30-112EB243C3C8
"MULTILINESTRING M ((-122.410594590446 37.8076708030618 0,-122.410622470192 37.8077885784699 0,-122.410641961741 37.8078709235024 0,-122.410632912324 37.8078714179722 0,-122.410618974067 37.8078050912053 0,-122.410600875225 37.8078060792398 0,-122.410597884982 37.8077922418353 0,-122.410581476333 37.8077292300817 0))",1255,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{743D8CD3-C8B1-40DF-B016-3C48FCFACB99},; ; ,6512-406-2,UNK,135.0291947,743D8CD3-C8B1-40DF-B016-3C48FCFACB99
"MULTILINESTRING M ((-122.412585971286 37.8076163850985 0,-122.412586950386 37.8076211014774 0,-122.412589024571 37.8076249394414 0))",1256,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{9736F58F-0294-4147-9B68-9CCBABE59F01},; ; ,6512-406-2,UNK,3.261024913,9736F58F-0294-4147-9B68-9CCBABE59F01
"MULTILINESTRING M ((-122.41059307249 37.8077929587551 0,-122.410597884982 37.8077922418353 0,-122.410622470192 37.8077885784699 0))",1257,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{4E8A8619-9C1F-4551-914D-B5F1D664F4C0},; ; ,6512-406-2,UNK,8.641285423,4E8A8619-9C1F-4551-914D-B5F1D664F4C0
"MULTILINESTRING M ((-122.410689985998 37.8078690216776 0,-122.412348793119 37.8076522286146 0,-122.412363687863 37.8076502820081 0,-122.412586950386 37.8076211014774 0))",1258,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{1A20B3D9-37ED-4813-8742-C51CB0B701B0},; ; ,6512-406-2,UNK,555.4071039,1A20B3D9-37ED-4813-8742-C51CB0B701B0
"MULTILINESTRING M ((-122.412308889276 37.8074932099706 0,-122.412314088484 37.8074936168277 0,-122.412316308503 37.8074900201483 0,-122.412320769481 37.8074916213634 0))",1259,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{21A6BB6A-FD5A-4852-99F5-B52C285EC040},; ; ,6512-406-2,UNK,4.382062528,21A6BB6A-FD5A-4852-99F5-B52C285EC040
"MULTILINESTRING M ((-122.412320211806 37.8074633567268 0,-122.412325626965 37.8074603733326 0,-122.41233082536 37.807460792819 0))",1260,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{60296A82-75CF-4D62-9BD0-A60551C9527E},; ; ,6512-406-2,UNK,3.414135182,60296A82-75CF-4D62-9BD0-A60551C9527E
"MULTILINESTRING M ((-122.412382908579 37.808462584623 0,-122.412387835037 37.8084569866294 0))",1261,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{12E37E35-0D41-4869-BE07-55BBC28A055F},; ; ,6512-406-2,UNK,2.486049701,12E37E35-0D41-4869-BE07-55BBC28A055F
"MULTILINESTRING M ((-122.412395025314 37.8084559733349 0,-122.412402081121 37.808459881928 0))",1262,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{ACCBCD46-5782-4C4E-A8BE-B344909ADBE4},; ; ,6512-406-2,UNK,2.486049701,ACCBCD46-5782-4C4E-A8BE-B344909ADBE4
"MULTILINESTRING M ((-122.412393747028 37.8084502695738 0,-122.412398673485 37.8084446715798 0))",1263,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{23CFCF8B-BA1F-4AF2-B3D8-FB29366669CF},; ; ,6512-406-2,UNK,2.48604971,23CFCF8B-BA1F-4AF2-B3D8-FB29366669CF
"MULTILINESTRING M ((-122.412379502082 37.8084473742558 0,-122.41238610335 37.808452642937 0))",1264,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{9E4ABB47-5166-40E0-9EDF-70FE23862542},; ; ,6512-406-2,UNK,2.705048359,9E4ABB47-5166-40E0-9EDF-70FE23862542
"MULTILINESTRING M ((-122.41238610335 37.808452642937 0,-122.412359370088 37.8084559125211 0,-122.412327820871 37.8085945264594 0))",1265,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{38CCA12C-1F63-46A0-9053-457B7D6CCF3B},; ; ,6512-406-2,UNK,59.10313791,38CCA12C-1F63-46A0-9053-457B7D6CCF3B
"MULTILINESTRING M ((-122.408782743962 37.8080764031921 0,-122.407572199221 37.8075722348209 0,-122.407525370975 37.8075527312314 0,-122.407373836408 37.807489619043 0))",1266,,,UNK,144,CW,,1,,8,,2011-02-03T00:00:00.000,JS,{4751B432-1036-4487-BBC5-65964969B7B2},; ; ,16248-4014-W,ACT,459.6961296,4751B432-1036-4487-BBC5-65964969B7B2
"MULTILINESTRING M ((-122.409088642505 37.8079525869217 0,-122.40908325963 37.80803541413 0,-122.4090728696 37.8080508740415 0,-122.409042995875 37.8080953231224 0,-122.40909115252 37.8081177777077 0,-122.409112919419 37.8081279271616 0,-122.40913556954 37.8081318286461 0,-122.409140561895 37.8081325390948 0,-122.409813525957 37.8082283360255 0,-122.410125839656 37.8082727925441 0,-122.411131740359 37.8084227151852 0,-122.411446467356 37.8084661161654 0,-122.412327820871 37.8085945264594 0,-122.412507293761 37.8086202405209 0,-122.412537977706 37.8085442611684 0,-122.412473448153 37.8082512993852 0,-122.412422426884 37.8079987180511 0,-122.412348793119 37.8076522286146 0,-122.412314088484 37.8074936168277 0))",1267,,,UNK,14,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{0C2B128D-4A13-46A1-8155-2AD22AAC3D84},HP,6512-406-2. & 301-2,ACT,1492.271408,0C2B128D-4A13-46A1-8155-2AD22AAC3D84
"MULTILINESTRING M ((-122.401678449873 37.8033367792709 0,-122.402032289392 37.8032894641591 0))",1268,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{D0124322-3C20-4C16-89F8-E3252FD9FE59},; ; ,6514-408-2,UNK,103.6698184,D0124322-3C20-4C16-89F8-E3252FD9FE59
"MULTILINESTRING M ((-122.401571718943 37.8033812067842 0,-122.401330409639 37.8035260294663 0))",1269,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{CDEE8062-712F-4837-A8D1-EB7F7F74F8B0},; ; ,6514-408-2,UNK,87.41417272,CDEE8062-712F-4837-A8D1-EB7F7F74F8B0
"MULTILINESTRING M ((-122.40133353068 37.8035293037083 0,-122.401330409639 37.8035260294663 0,-122.401327288598 37.8035227552242 0,-122.401324220257 37.8035297440025 0,-122.401321151916 37.8035367327807 0,-122.401318030875 37.8035334585384 0,-122.401314909834 37.8035301842959 0,-122.401324220257 37.8035297440025 0,-122.40133353068 37.8035293037083 0))",1270,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{1DB45218-01C4-4999-86D6-6DD03CD93F79},; ; ,6514-408-2,UNK,16.75807855,1DB45218-01C4-4999-86D6-6DD03CD93F79
"MULTILINESTRING M ((-122.415857020548 37.8088919763143 0,-122.415868593581 37.8088908032946 0))",1271,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{6E324A0F-89BE-475E-8E69-96DA28BDD3B2},UTIL_LINE; ; ,1498J_TaylorSt_Improvements_UT-REF,ACT,3.370501408,6E324A0F-89BE-475E-8E69-96DA28BDD3B2
"MULTILINESTRING M ((-122.415868593581 37.8088908032946 0,-122.415868360625 37.8088954212793 0,-122.415874336936 37.8088925277398 0,-122.415880353847 37.8088888305616 0,-122.415880157558 37.8088927125625 0,-122.415879961269 37.8088965945634 0,-122.415874336936 37.8088925277398 0,-122.415868593581 37.8088908032946 0))",1272,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{50B259FB-0CF3-4956-88FD-B7F07C0F5801},UTIL_LINE; ; ,1498J_TaylorSt_Improvements_UT-REF,ACT,12.70577141,50B259FB-0CF3-4956-88FD-B7F07C0F5801
"MULTILINESTRING M ((-122.417830794874 37.8085596027863 0,-122.418107493159 37.8085246087517 0,-122.418123982562 37.8085225228324 0,-122.418200078095 37.8085129039543 0,-122.418557418076 37.8084673508235 0))",1273,,,GP,2,DW,,1,,1,,2011-02-03T00:00:00.000,JAH,{E6915B92-102A-4B5E-9D1A-94FD0BA93582},Line under wharf J9; Seems it used to belong to SFPUC; now the meter is upstream and the line now might belong to Port;,8402-302-4,ACT,212.5856396,E6915B92-102A-4B5E-9D1A-94FD0BA93582
"MULTILINESTRING M ((-122.417962171203 37.8089520555202 0,-122.417943977494 37.8088652249696 0,-122.417892173366 37.8086179909205 0,-122.417844911509 37.8086242244106 0,-122.417811458359 37.8086286363935 0,-122.417786025767 37.8086319906009 0))",1274,,,UNK,1,DW,,1,,1,,2011-02-03T00:00:00.000,JS,{C5D59693-EE10-495D-90AF-7975015323E9},; ; ,8402-302-4,ACT,154.3959989,C5D59693-EE10-495D-90AF-7975015323E9
"MULTILINESTRING M ((-122.400006489473 37.8031889107904 0,-122.400012929313 37.8031961356679 0,-122.400018439464 37.8032023166029 0,-122.400035335163 37.8031928349383 0,-122.40002949289 37.8031862808472 0,-122.400023384036 37.8031794291457 0,-122.400006489473 37.8031889107904 0))",1275,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{3BE5D56D-E66F-4CD9-B85E-6C47A99B454B},; ; ,6514-408-2,UNK,23.91557637,3BE5D56D-E66F-4CD9-B85E-6C47A99B454B
"MULTILINESTRING M ((-122.399972663202 37.8032200932604 0,-122.400012929313 37.8031961356679 0,-122.40002949289 37.8031862808472 0,-122.400417916139 37.8029551777774 0))",1276,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{E9892FBE-ECEA-4BDB-928A-2BDCBB5183FC},; ; ,6514-408-2,UNK,160.7882884,E9892FBE-ECEA-4BDB-928A-2BDCBB5183FC
"MULTILINESTRING M ((-122.4071188677 37.8063457544133 0,-122.407131726457 37.8064072450976 0))",1277,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{A146FE25-397B-452E-A3BB-5C202AD4700C},; ; ,6513-407-2,UNK,22.69627844,A146FE25-397B-452E-A3BB-5C202AD4700C
"MULTILINESTRING M ((-122.407065016903 37.8060806890265 0,-122.407099211746 37.8062403919028 0,-122.407117030451 37.8063367125458 0))",1278,,,UNK,0,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{98681114-0735-4B07-AD93-58CCA26A48E4},; ; ,6513-407-2,UNK,94.43305813,98681114-0735-4B07-AD93-58CCA26A48E4
"MULTILINESTRING M ((-122.38853066162 37.789611678092 0,-122.388342695243 37.7896730976963 0))",1279,,,UNK,8,DW,,1,,8,,2011-02-03T00:00:00.000,JS,{DD0AEA98-76A6-4568-8D62-670381D50182},E-UTIL14$0$U-W-SFWD; ; ,Mid Embarcadero Renovation,ACT,58.73962637,DD0AEA98-76A6-4568-8D62-670381D50182
"MULTILINESTRING M ((-122.394854985832 37.796543469908 0,-122.394842372855 37.7965299066165 0,-122.394595729752 37.7962613764652 0,-122.394564829603 37.7962278252506 0,-122.394408246144 37.7960574331383 0,-122.394402212825 37.7960509611524 0,-122.394397521352 37.7960457581405 0,-122.39436255679 37.7960077147559 0))",1280,,,UNK,8,DW,,1,,0,,2011-02-03T00:00:00.000,JS,{882BDF9F-2BBD-43A8-88DA-A11B2DACF872},E-UTIL14$0$U-W-SFWD; ; ,Mid Embarcadero Renovation,UNK,241.4553086,882BDF9F-2BBD-43A8-88DA-A11B2DACF872
